// TBullets Exported with Litcube's Weapons Editor V0.2 --*-- 75
55;38;
effects\weapons\bullet_ire;0;0;0;0;-1;8003;1200;2;300;1600;3250000;0;48;16;192;0.065;0.065;4.0;0;200;100;233;0;112;0;255;0;0;0;0;0;0;0;0;0;0;452;88;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IRE;
effects\weapons\bullet_pac;0;0;0;0;-1;8013;1000;4;301;2700;2116000;0;96;16;192;0.065;0.065;3.0;0;201;101;333;0;112;0;255;0;0;0;0;0;0;0;0;0;0;372;124;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PAC;
effects\weapons\bullet_md;575;0;0;0.5;-1;4953;360;2;302;1300;3500000;0;48;48;48;1.0;1.0;5.0;0;202;102;180;0;112;0;255;0;0;0;0;0;0;0;0;0;0;132;66;42;10000;25;1;0;10000;-100000;0;0;SS_BULLET_MD;
effects\weapons\bullet_prg;0;0;0;0;-1;8033;600;14;303;2400;2750000;0;192;192;16;1.0;1.0;3.0;0;203;103;300;0;112;0;255;0;0;0;0;0;0;0;0;2;2;230;115;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PRG;
effects\weapons\bullet_ebc;0;0;0;-1.100006;-1;8043;900;18;304;2600;2500000;0;192;192;16;0.8;0.8;4.0;0;204;104;450;0;112;0;255;0;0;0;0;0;0;0;0;0;0;343;171;93;10000;25;1;0;10000;-100000;0;0;SS_BULLET_EBC;
effects\weapons\bullet_fbl;0;0.25;0.25;0.25;-1;8053;1234;30;305;6000;1500000;0;192;192;16;2.0;2.0;4.0;302;205;105;617;0;112;0;255;0;100;5000;0;0;0;44;12;0;0;493;247;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FBL;
effects\weapons\bullet_hept;0;0;0;0;-1;8063;1350;33;306;2700;2875000;0;48;192;16;0.2;0.2;0.5;0;206;106;667;0;112;0;255;0;0;0;0;0;0;0;0;0;0;544;269;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_HEPT;
effects\weapons\bullet_id;0;0;0;0;-1;4623;1500;46;307;2400;3000000;0;50;50;255;0.2;0.2;0.5;0;207;107;500;0;112;0;255;0;15;1000;0;0;0;0;0;0;0;593;198;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_ID;
effects\weapons\bullet_pbe;0;0;0;0;-1;8083;1150;32;308;2600;2596000;0;91;118;129;0.1;0.1;0.5;0;208;108;575;0;112;0;255;0;0;0;0;0;0;0;0;0;0;446;223;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBE;
effects\weapons\bullet_pbg;0;0;0;0;-1;8093;2334;55;309;7000;1400000;0;200;128;255;0.6;0.6;0.6;0;209;109;1167;0;112;0;255;0;0;0;0;0;0;0;0;2;2;950;475;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBG;
effects\weapons\bullet_empc;0;0;0;0;-1;8103;900;22;310;4038;1750000;0;192;192;0;0.4;0.4;1.0;0;210;110;450;0;112;0;255;0;0;0;0;1000;2000;0;0;0;0;343;172;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_EMPC;
effects\weapons\bullet_cig;0;0;0;0.5;0;7933;4800;209;311;10000;1200000;0;255;255;255;0.4;0.4;1.0;0;211;111;2400;0;112;0;255;0;0;0;0;0;0;0;0;0;0;2078;1039;128;0;0;0;0;0;-100000;0;0;SS_BULLET_CIG;
effects\weapons\bullet_ipg;0;0;0;0.899994;-1;8123;2799;100;312;6370;1475000;1024;128;192;16;0.3;0.3;4.0;303;212;112;933;0;112;0;255;0;20;2000;25;0;0;44;1;0;0;1143;381;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IPG;
effects\weapons\bullet_isr;0;0;0;0.599991;-1;8133;1734;58;313;4482;2200000;1024;128;192;16;0.05;0.05;0.05;0;213;113;578;0;112;0;255;0;0;0;32;0;0;0;0;0;0;726;242;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_ISR;
effects\weapons\bullet_maml;0;0;0;0.5;0;8143;1194;42;314;6404;1455000;0;255;255;255;1.0;1.0;1.0;300;214;114;597;0;112;0;255;0;0;0;0;0;0;0;0;0;0;484;242;91;0;0;0;0;0;-100000;0;0;SS_BULLET_MAML;
effects\weapons\bullet_faa;0;0;0;0;-1;8153;4000;130;315;3400;3172000;768;255;255;255;2.0;2.0;2.0;305;215;115;2000;0;112;0;255;0;12;1000;0;0;0;44;10;0;0;1756;878;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FAA;
effects\weapons\bullet_cfa;0;0;0;0;-1;8163;2834;150;316;4000;2956000;768;255;255;255;3.0;3.0;3.0;308;216;116;1417;0;112;0;255;0;25;2000;0;0;0;37;2;0;0;1269;634;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_CFA;
