// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
55;38;
effects\weapons\bullet_ebc;0;0;0;0;-1;8003;1358;0;302;2800;1500000;0;255;255;255;2.0;2.0;5.0;0;202;108;452;0;0;0;255;0;0;0;0;0;0;0;0;0;0;210;70;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IRE;
effects\weapons\bullet_pbe;0;0;0;0;-1;8013;914;0;302;3000;1500000;0;255;255;255;2.0;2.0;5.0;0;202;108;2738;0;0;0;255;0;0;0;0;0;0;1;0;0;0;140;422;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PAC;
effects\weapons\bullet_pbe;0;0;0;0;-1;4953;1030;0;302;2400;2500000;0;255;255;255;0.5;0.5;5.0;0;202;108;1716;0;0;0;255;0;0;0;0;0;0;0;0;0;0;158;266;42;10000;25;1;0;10000;-100000;0;0;SS_BULLET_MD;
effects\weapons\bullet_apc;0;0;0;0;-1;8033;3512;0;330;3200;1500000;0;255;255;255;1.0;1.0;5.0;0;230;101;1172;0;0;0;255;0;0;0;0;0;0;0;0;2;2;542;182;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PRG;
effects\weapons\bullet_ElectroSpike;0;0;0;0;-1;8043;1742;0;302;4200;1500000;0;255;255;255;2.0;2.0;5.0;0;202;104;580;0;0;0;255;0;0;0;0;0;0;0;0;0;0;268;90;93;10000;25;1;0;10000;-100000;0;0;SS_BULLET_EBC;
effects\weapons\bullet_FireBomb;0;0;0;0.45;-1;8053;6562;0;302;11000;500000;0;255;255;255;1.0;1.0;5.0;0;202;105;2188;0;0;0;255;0;100;5000;0;0;0;44;12;0;0;1012;338;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FBL;
effects\weapons\bullet_maml;0;0;0;0;-1;8063;5539;0;302;6600;1000000;0;255;255;255;2.0;2.0;5.0;0;202;108;1846;0;0;0;255;0;0;0;0;0;0;0;0;0;0;865;288;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_HEPT;
effects\weapons\bullet_PL_alpha;0;0;0;0;-1;4623;5624;0;303;5400;1500000;0;255;255;255;0.5;0.5;5.0;0;203;103;1250;0;0;0;255;0;15;1000;0;0;0;0;0;0;0;894;198;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_ID;
effects\weapons\bullet_mds;0;0;0;0.733333;-1;8083;880;0;302;4600;1500000;0;255;255;255;2.0;2.0;5.0;0;202;108;2640;0;0;0;255;0;0;0;0;0;0;0;0;0;0;130;398;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBE;
effects\weapons\bullet_ire;0;0;0;0;-1;8093;5532;0;302;4800;1500000;0;255;255;255;1.0;1.0;5.0;0;200;100;1844;0;0;0;255;0;0;0;0;0;0;0;0;2;2;859;286;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBG;
effects\weapons\bullet_IonPulse;0;0;0;0;-1;8103;5084;0;302;4600;1500000;0;255;255;255;1.5;1.5;5.0;0;207;107;1694;0;0;0;255;0;0;0;0;1000;2000;16;50;0;0;788;262;5;10000;25;1;0;10000;-100000;0;0;SS_BULLET_EMPC;
effects\weapons\bullet_empc;0;0;0;0;0;7933;12030;0;302;3600;2000000;0;255;255;255;0.5;0.5;5.0;0;202;110;6011;0;0;0;255;0;0;0;0;0;0;0;0;0;0;1910;955;128;0;0;0;0;0;-100000;0;0;SS_BULLET_CIG;
effects\weapons\bullet_PL_beta;0;0;0;0;-1;8123;13989;0;306;5000;1500000;0;255;255;255;0.5;0.5;5.0;0;206;131;4663;0;0;0;255;0;20;2000;25;0;0;44;1;0;0;2242;747;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IPG;
effects\weapons\bullet_md;0;0;0;0;-1;8133;11263;0;302;3400;2000000;0;255;255;255;3.0;3.0;5.0;308;200;100;2888;0;0;0;255;0;0;0;32;0;0;0;0;0;0;1823;467;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_ISR;
effects\weapons\bullet_push;0;0;0;0;0;8143;3883;0;302;3400;2000000;0;255;255;255;0.5;0.5;5.0;0;207;118;1494;0;0;0;255;0;0;0;0;0;0;0;0;0;0;623;240;91;0;0;0;0;0;-100000;0;0;SS_BULLET_MAML;
effects\weapons\bullet_ibl;0;0;0;0.416667;-1;8153;12885;0;315;8200;1000000;0;255;255;255;1.5;1.5;5.0;310;215;104;4956;0;0;0;255;0;12;1000;0;0;0;44;10;0;0;2148;826;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FAA;
